"annotation_id"	"annotator"	"created_at"	"id"	"lead_time"	"sentiment"	"text"	"updated_at"
184	"1"	"2025-10-08T13:06:22.560156Z"	1167	17.286	"Ketertiban"	"Ijin mengusulkan, banyaknya dan biasanya padat kendaraan di depan SMAN 1 Purbalingga saat pagi maupun sore, mungkin bisa diberikan traffic warning serta rumble strip untuk mengurangi kecepatan kendaraan. Biasanya kendaraan cepat dari arah barat sehingga susah untuk putar balik maupun masuk ke SMA"	"2025-10-08T13:06:22.560156Z"

185	"1"	"2025-10-08T13:06:39.912352Z"	1168	15.161	"Pelayanan Publik"	"Bupati yg terhormat dan jajaranya...kami minta air bersih di desa kami di karenakan PAM di desa bantar barang sdh tidak berjalan lancar karena tidak di urus dgn benar. Kami mohon bantuan nya yg SANGAT karna di wilayah rt/rw 04-01 desa bantar barang sudah lama air pam sudah tidak menglir lagi.....terimakasih mudah2 an ada solusinya"	"2025-10-08T13:06:39.912352Z"

186	"1"	"2025-10-08T13:07:22.212244Z"	1169	41.266	"Pelayanan Publik"	"Apakah parkir motor disegamas itu 2000? tadi saya baru masuk sebentar terus keluar lagi dari pasar dikenai biaya 2000,, sepertinya ditempat lain itu 1000,, kalaupun bayar 2000 itu dikasih kembalian"	"2025-10-08T13:07:22.212244Z"

187	"1"	"2025-10-08T13:07:57.418854Z"	1170	33.952	"Pelayanan Publik"	"Assalamualaikum pejabat pemda yg saya hormati, saya ingin menyampaikan perihal kendala masalah di desa kalikajar yang sering mati listrik di beberapa RW, tolonglah untuk di atasi karena tidak ada hujan atau angin tiba-tiba sering mati listrik dalam seminggu bisa dua kali dan itu membuat para pelaku usaha merugi, sudah melapor ke pln hasil nihil. Tolong sekali karena kami juga membayar tepat waktu. Terima kasih"	"2025-10-08T13:07:57.418854Z"

188	"1"	"2025-10-08T13:10:30.504182Z"	1171	152.168	"Sosial dan Ekonomi"	"asalamualaikum wr.wb Dengan hormat bpk/ibu bupati purbalingga dan seluruh jajarannya, saya hanya ingin menanyakan bagaimana nasib tenaga honorer terutama penjaga sekolah termasuk saya sendiri yang sekarang bekerja sebagai penjaga sekolah dari SD N 2 Tlagayasa, saya memohon untuk para pejabat dan tokoh di pemerintahan khusunya purbalingga untuk mempertimbangkan nasib kami terimakasih. waalaikumsallam wr.wb"	"2025-10-08T13:10:30.504182Z"

189	"1"	"2025-10-08T13:11:00.941825Z"	1172	29.097	"Pelayanan Publik"	"Dengan hormat, Mohon maaf ini dari TB.Surya Mas yg beralamat di desa Mangunegara kec .Mrebet ingin mengadukan ketidakberesan proyek pengecetan yang dilakasanakan di SDN 1 Karangturi , Waktu pengecetan tukang mengambil cat di toko kami ,bilangnya mau dibayar se minggu setelah selesai pengecatan,namun sampe saat ini belum juga ada pembayaran .Dari pihak SD sendiri tidak mau bertanggungjawab bilangnya proyek pengecatan itu dari dinas langsung dan tidak tahu menahu dan tukangnya jga tidak mau tahu,karna cuma di perintah mandor ,yg gtau orang mana Mohon dengan sangat laporan saya ditindak lanjutkan Terimakasih"	"2025-10-08T13:11:00.941825Z"

190	"1"	"2025-10-08T13:11:16.225801Z"	1173	13.149	"Pendidikan"	"Bu tiwi yang kami hormat, kami mohon untuk Sertifikasi guru TW 3 untuk segera di realisasikan.. karena sktpg sudah keluar sekitar tanggal 11 oktober lalu... kami mohon untuk cepat do realisasikan tw 3 nya bu.. terimakasih bu tiwi..."	"2025-10-08T13:11:16.225801Z"

191	"1"	"2025-10-08T13:11:54.361334Z"	1174	36.646	"Pelayanan Publik"	"Pak. Mau tanya batas GSB utk jl. MT Haryono Karangkabur. Padamara. Batas GSBnya berapa meter minimal ya pak. Di web dinas PUPR tidak ada rinciannya. Karena kami mau buat klinik di dawrah tersebut. Terima kasih"	"2025-10-08T13:11:54.361334Z"

192	"1"	"2025-10-08T13:12:10.136096Z"	1175	14.523	"Ketertiban"	"Selamat Sore Ibu Bupati Purbalingga, ijin melapor bahwa saat ini kondisi Purbalingga Fiod Center sudah sangat memprihatinkan, banyak pedagang berjualan di Trotoar, bagian dalam Purbalingga Food Center buat parkir motor sehingga menjadi sangat kumuh. Mohon di tertibkan pedagang yang jualan di Trotoar Purbalingga Food Center dan parkir motor di dalam area jualan, karena hal ini sangat mengganggu bagi Pelanggan. Saya harap anda tidak lupa janji anda bahwa akan menjadikan Purbalingga Food Center sebagai MALIOBORO nya Purbalingga."	"2025-10-08T13:12:10.136096Z"

193	"1"	"2025-10-08T13:12:47.818503Z"	1176	35.985	"Pelayanan Publik"	"Selamat siang Bu Bupati, Perkenalkan saya Nila, salah satu penerima layanan di UPTD Puskesmas Kaligondang. Pada Senin, 23 Oktober 2023, saya ke Puskesmas Kaligondang utk mengurus berkas persyaratan menikah yaitu surat keterangan kehamilan. Dari awal saya melakukan pendaftaran, petugas pendaftaran kurang ramah dan ketus saat ditanya terkait alur pendaftaran. setelah melakukan pendaftaran, saya diarahkan ke ruang pemeriksaan KIA dan diarahkan utk melakukan pemeriksaan urin di laborat. Petugas laborat dan pemeriksa di KIA juga ketus tidak ramah, mereka menanyakan kapan hari pertama saya mens, saya jawab menggunakan estimasi waktu antara akhir bulan - awal bulan tanggal 28 september mereka jawab masa ga hafal tanggal mens nya, padahal saya sudah jelaskan tidak terlalu ingat karena mens saya tidak teratur tiap bulan, saya juga terkena kista, kadang maju kadang mundur waktu mens nya sehingga saya berikan waktu estimasi tetapi malah dijawab spt itu ya memang ga terartur kalau mens, mens itu kadang maju kadang mundur dengan nada tidak mengeenakan. Apakah petugas layanan publik seperti ini sifatnya? Bagaimana caranya agar bisa memberikan pelayanan yg prima? Diantara petugas layanan, yang paling baik hanya ibu pemberi obat bagian apoteker, memberikan obat dengan baik, di cek nama agar tidak salah. Bukankah salah satu maladministrasi adalah sikap layanan yang tak patut atau tak ramah? Padahal sejatinya pelayanan publik tak hanya berisi sarana dan prasarana yang memadai, maklumat pelayanan, visi dan misi atau hanya SOP pelayanan publik. Tapi yang paling basic yaitu kompetensi SDM yang termanifestasi dalam sikap layanan. Bahkan dalam UU No 25 Tahun 2009 Tentang Pelayanan Publik sudah menegaskan unsur sikap layanan menjadi salah satu substansi yang harus diperhatikan serius oleh penyelenggara pelayanan publik Semoga dari laporan di atas ada pembelajaran berharga untuk penyelenggara layanan publik di UPTD Puskemas Kaligondang agar melayani dengan hati, ramah dalam bersikap, dan profesional dalam bekerja, bisa dengan diberikan teguran utk petugas tsb dan memberikan bimtek pelayanan. Saya mohon bantuannya bu Bupati. Saya melaporkan ke Bu Bupati karena saya percaya dengan Bu Bupati"	"2025-10-08T13:12:47.818503Z"

194	"1"	"2025-10-08T13:12:55.378868Z"	1177	5.557	"Pelayanan Publik"	"Air PDAM sering mati. Sangat mengganggu akrivitas"	"2025-10-08T13:12:55.378868Z"

195	"1"	"2025-10-08T13:13:06.513861Z"	1178	9.755	"Sosial dan Ekonomi"	"Tentang bantuan. Sebenarnya bantuan di berikan pada rakyat miskin apa rakyat yang berkecukupan si ? Maaf saya bertanya tolong di jawab"	"2025-10-08T13:13:06.513861Z"

196	"1"	"2025-10-08T13:13:21.378533Z"	1179	13.61	"Pelayanan Publik"	"Saya sangat kecewa dengan pelayanan igd RSU Harapan Ibu pada jam 03.00 dini hari tanggal 15 Oktober 2023 saya membawa anak saya demam kejang ketika sampai di igd perawat hanya mengecek suhu saja dan bilang jika ruang perawatan penuh, saat itu anak saya masih kejang dan hanya diliatin saja oleh perawat IGD apakah tidak bisa diberikan pertolongan pertama terlebih dahulu jika memang penuh kan seharusnya bisa menolong anak saya terlebih dahulu tolong pihak terkait untuk dapat diperhatikan ini masalah nyawa tak tergantikan"	"2025-10-08T13:13:21.378533Z"

197	"1"	"2025-10-08T13:13:37.120254Z"	1180	14.627	"Ketertiban"	"Tolong kepada ibu bupati dan dinas ketenagakerjaan kabupaten Purbalingga untuk menindak perusahaan yg merugikan karyawan..seperti yg di alami istri saya yg bekerja di PT.bintang mas TriyasaBMT.dimana saat ini istri saya sedang masa cuti hamil/melahirkan TPI cutian tidak di bayarkan sama sekali..bukan cuma istri saya ,dari yg saya dengar jg sbelumnya sudah ada karyawan lain yang mengalami hal yang sama..tolong untuk Disnaker Purbalingga untuk perusahaan seperti itu di tertibkan karena sangat merugikan karyawan..terimakasih."	"2025-10-08T13:13:37.120254Z"

198	"1"	"2025-10-08T13:13:46.117670Z"	1181	7.964	"Pelayanan Publik"	"Maaf min mau tanya,,apa benar di purbalingga sedang ada pemutihan pembuatan sertifikat tanah di desa Dan jika benar di semua desa pasti ada kan..."	"2025-10-08T13:13:46.117670Z"

199	"1"	"2025-10-08T13:14:01.046447Z"	1182	13.743	"Pelayanan Publik"	"Ijin melaporkan perihal ketidaknyamanan kami terutama malam hari akibat dari Berisiknya Karaoke atau Club Malam Jl. Raya Kutasari-Tobo, Dusun III, Gemuruh, Kec. Padamara yg bersebelahan dengan banyak perum, yang mana seharusnya bisa istirahat malam namun sering terjaga hingga jam 01.00 pagi. Tolong dengan sangat di tinjau kembali. Terima kasih, Purbalingga Maju."	"2025-10-08T13:14:01.046447Z"

200	"1"	"2025-10-08T13:14:21.188227Z"	1183	18.297	"Pelayanan Publik"	"Assalamu alaikum, menurut informasi Rumah Sakit Goeteng akan membuang limbah cair ke kali kajar, dan hal itu mendapat beberapa penolakan dari warga karena sungai kali kajar masih digunakan oleh beberapa warga di sepanjang aliran sungai untuk kegiatan mencuci, dan mandi, kalau boleh usul lebih baik dialirkan ke saluran irigasi yang melewati wilayah kami di RT 04 RW 02, karena selama ini aliran irigasi tersebut tidak pernah mengalir, dari pada tidak berfungsi lebih baik di manfaatkan oleh Rumah sakit Goeteng terimakasih"	"2025-10-08T13:14:21.188227Z"

201	"1"	"2025-10-08T13:14:28.919069Z"	1184	6.508	"Infrastruktur"	"Lampu jalan dari SMP N 1 Kejobong ke arah barat mati"	"2025-10-08T13:14:28.919069Z"

202	"1"	"2025-10-08T13:14:42.826679Z"	1185	12.869	"Pelayanan Publik"	"Saya mau menyampaikan kritikan atas ketidaknyamanan sebagai pengendara dengan adanya pengamen remaja anak di daerah pertigaan tiger usman janatin, sudah 2x ini saya merasa tidak nyaman dan sangat terganggu atas adanya pengamen tersebut, mungkin dengan adanya hal itu pihak satpol pp tidak hanya mentertibkan sekali saja, tpi patroli di jam jam siang ya pak buk,jangan hanya di jam sore sewaktu magrib di alun saja, tpi di utamakan di jam siang duhur sampai magrib karna di jam tersebut banyak sekali pengendara remaja wanita yg sering berlalu lalang seperti saya ini,jadi mohon untuk tindak lanjutnya,dan mohon maaf apabila ada salah dalam penyampaian terimkasih,saya tunggu tindak lanjutnya pak buk Laporan ini saya sampaikan dengan dasar perda kab. PURBALINGGA Nomor : 9 tahun 2016 ttg ketertiban umum dan ketenteraman masyarakat kab.purbalingga"	"2025-10-08T13:14:42.826679Z"

203	"1"	"2025-10-08T13:14:53.170305Z"	1186	8.688	"Pelayanan Publik"	"Info vaksin booster dong min"	"2025-10-08T13:14:53.171303Z"

204	"1"	"2025-10-08T13:15:04.308497Z"	1187	9.653	"Pelayanan Publik"	"Untuk Perumdam Tirta Perwira Kabupaten Purbalingga. Selamat pagi Bpk/Ibu di PDAM Purbalingga, saya mau melapot tentang tagihan PDAM, sampai tgl 4 Oktober kok tagihan belum muncul ya? biasanya tanggal 2 sudah muncul. saya bingung bertanya kepada siapa. terima kasih"	"2025-10-08T13:15:04.308497Z"

205	"1"	"2025-10-08T13:15:28.355962Z"	1188	22.916	"Pelayanan Publik"	"Selamat Siang Bapak Kepala Dinas Perindustrian dan Perdagangan Kabupaten Purbalingga. Ijin melapor bahwa sampai dengan saat ini malah semakin banyak pedagang yang berjualan di Trotoar Purbalingga Food Center. Padahal sesuai informasi yang bapak sampaikan melalui kolom komentar bapak di Facebook Group Suara Purbalingga Perwira hal tersebut akan selesai dalam seminggu setelah koordinasi dengan berbagai pihak pada tanggal 25 September 2023. Janji zona merah bersih PKL juga berkali - kali di janjikan sama Ibu Bupati Purbalingga mulai pada saat boyongan bulan Januari 2020, dan juga saat tasyakuran PFC bulan November 2022 tapi sampai dengan saat ini belum terealisasi. Bagaimana ini pak kondisi PFC juga semakin kumuh dan tidak terurus, penguruse juga mubah. Mohon segera di tertibkan. Terima Kasih"	"2025-10-08T13:15:28.355962Z"

206	"1"	"2025-10-08T13:16:00.316566Z"	1189	31.022	"Pelayanan Publik"	"Bupati yang sy hormati.sy mau tanya.bila kita membeli pupuk bersubsidi dengan kartu apakah tani kartu tsb harus di simpan oleh agennya?.ebb di tmpat kami seluruh kartu petani di pegang oleh agen tsb"	"2025-10-08T13:16:00.316566Z"

207	"1"	"2025-10-08T13:16:15.315802Z"	1190	13.626	"Sosial dan Ekonomi"	"Assalamu'alaikum bapak/ibu, mohon maaf sebelumnya. Apakah tidak ada beasiswa atau bantuan pendidikan untuk mahasiswa PTN semester 5 dari pemkab nggih? Karena qadarullah kondisi sekarang hanya ibu yang mjd tulang punggung keluarga, ayah saya meninggal th lalu pak/bu, dan ibu saya pendidik honorer. Saya juga tidak terdaftar di KIP ataupun program kesejahteraan lainnya, barangkali bisa dibantu nggih pak/bu untuk saya ataupun biaya adik saya/ Maturnuwun"	"2025-10-08T13:16:15.315802Z"

208	"1"	"2025-10-08T13:16:24.968704Z"	1191	8.423	"Pelayanan Publik"	"Mohon untuk pelayanan poli mata mungkin bisa di perbaiki bapak/ibu. Karena hari ini Senin 9-10-2023 dari jam 6:30 sampai sekarang jam 11.30 kami menunggu dokter spesialis mata belum juga datang. Kita menunggu sampai mengantuk di rumah sakit. Mohon pelayanan poli mata dapat di perhatikan Terima kasih"	"2025-10-08T13:16:24.968704Z"

209	"1"	"2025-10-08T13:16:36.759372Z"	1192	10.452	"Pelayanan Publik"	"halo pak, untuk harga tanah perubin dipinggir jalan raya cendana berapa yaa pak"	"2025-10-08T13:16:36.759372Z"

210	"1"	"2025-10-08T13:16:50.994009Z"	1193	13.102	"Sosial dan Ekonomi"	"Bupati yang terhormat.... Kami Mohon untuk di tindak lanjuti adanya pungutan di SDN 2 Bumisari kec.Bojongsari Kab Purbalingga.sebesar 30.000 rupiah per siswa.yang katanya di gunakan untuk mengecat ruang kelas baru yang saat ini baru selesai di renovasi.apakah renovasi dari ruang kelas tsb memang tidak berikut cat ?.memang kecil pungutan tsb.. Tapi di kali jumlah siswa dari kelas 1 sampai kelas 6 akan menjadi bayak.dan apakah memang di ijinkan untuk meminta dana dari siswa mengingat ini adalah sekolah negeri ?... Terima kasih dan mohon ada tindak lanjut"	"2025-10-08T13:16:50.994009Z"

211	"1"	"2025-10-08T13:17:11.137125Z"	1194	19.013	"Sosial dan Ekonomi"	"Assalamualaikum Warahmatullohi wabarokatuh Yang Terhormat Ibu Bupati Purbalingga beserta Jajaran Apa mungkin bisa membantu kami yang sedang berada dalam kesusahan, Sebelumnya kami haturkan terima kasih, Salam Sehat selalu untuk ibu bupati Wassalamualaikum Warahmatullohi wabarokatuh"	"2025-10-08T13:17:11.138122Z"

212	"1"	"2025-10-08T13:17:50.828917Z"	1195	38.166	"Infrastruktur"	"Kepada bu bupati Saya ikhsannudin sedang ngontrak dipurbalingga kecamatan bukateja desa bukateja rt 02 rw 07..mau melaporkan didepan kontrakan yg saya tinggali ada penjual minuman keras dan itu sudah sangat meresahkan warga disini... Sering anak anak sekolah juga membeli minuman keras tersebut...padahal bapak bapak yg berseragam coklat sering dateng kesitu tapi kenapa sampe sekarang masih tetep jualan...mohon segera ditindak bu bupati"	"2025-10-08T13:17:50.829924Z"

213	"1"	"2025-10-08T13:17:57.337153Z"	1196	5.436	"Sosial dan Ekonomi"	"mohon maaf bapak ibu,saya mau bertanya atas pemasangan stiker keluarga miskin penerima PKH dan bantuan sejenisnya yang sudah ditempelkan di karanganyar pejaten bertujuan untuk apa ya? bukankan sudah ada datanya siapa saja penerima bantuan tersebut? kenapa dinding depan rumah harus ditempeli stiker yang sangat besar bertulisan keluarga miskin penerima bantuan sejenis itu? kenapa tidak dituliskan keluarga kurang mampu saja atau stiker bisa yang lebih kecil? kalau bisa tidak usah ditempelkan stiker sebesar itu. apa semua orang harus tau kalau mereka keluarga kurang mampu yang mendapat bantuan pemerintah? apa bapak/ibu tidak memikirkan bagaimana perasaan mereka? kenapa saya ngomong begitu karena dengan ditempeli stiker sebesar itu ada beberapa oknum yang mengatakan ohh kalian keluarga miskin dan perkataan lainnya sejenis menghina. bagaimana jika anak anak dari ortua penerima bantuan tersebut diejek/dibully lagi oleh teman temannya karena keluarga miskin? bagaimana perasaan mereka dan bagaimana mental anak tersebut? apa mereka yang memang dari kalangan kurang mampu harus sekali dikata seperti itu? mohon maaf pak/bu kalau menut saya penempelan stiker itu tidak perlu bahkan kurang efektif karena sudah ada data yang didapat bukan? jika tujuannya untuk menghilangkan orang orang yang mengaku kurang mampu lebih baik dari pihak pendata bisa lebih teliti lagi untuk menanyakan penghasilan orangtua seberapa banyak dan apa benar benar layak atau tidak untuk menerima bantuan tersebut.terimakasih dan mohon maaf"	"2025-10-08T13:17:57.338153Z"

214	"1"	"2025-10-08T13:18:04.664611Z"	1197	6.28	"Pelayanan Publik"	"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait saya ingin mengusulkan bahwa untuk Puskesmas Kecamatan Pengadegan bisa direnovasi kayak puskesmas lain yang sekarang sudah bagus dan fasilitasnya juga lumayan lengkap, Semoga bisa direnovasi dan bisa memberikan pelayanan terbaik serta tempat yang nyaman. Terimakasih dan mohon maaf apabila ada kata-kata yang kurang berkenan. Wassalamu'alaikum Warahmatullahi Wabarakatuh"	"2025-10-08T13:18:04.664611Z"

215	"1"	"2025-10-08T13:18:32.428306Z"	1198	26.52	"Pelayanan Publik"	"Bupati purbalingga yang kami hormati.... saya sebagai masyarakat ingin bertanya.hari senin tgl 2 oktober 2023.saya melihat ada pedagang yang hendak berjualan buah di mobil usir oleh pedagang lain.apakah memang tidak boleh berdagang di depan RS GOETHENG .Kalau memang tidak boleh kenapa masih ada pedagang yang pakai gerobak masih berjualan di situ.apakah karena dia warga setempat atau memang ada tebang pilih larangan.sbb pedagang yg di usir jg sama2 ingin mencari nafkah.terebih yang mengusir adl wqrga setempat dan dia jg berdagang.mohon untuk di perhatikan biar ada keadilan antar sesama dalam usahanya mencari rezeki.terima kasih.MAJU TERUS PURBALINGGAKU... WARGANYA SEJAHTERA..."	"2025-10-08T13:18:32.428306Z"

216	"1"	"2025-10-08T13:18:45.164537Z"	1199	11.486	"Pelayanan Publik"	"Obong2an sampah ben dina nang SMP N 2. Lingkungan perumahan griya abdi kencana. Kukuse maring ndi ora. Tulung dikondisikan segera. Kecuali memang sengaja ben siswa karo warga sekitar pada kena ispa."	"2025-10-08T13:18:45.164537Z"

217	"1"	"2025-10-08T13:18:57.035059Z"	1200	10.787	"Pendidikan"	"saya mahasiswa dari universitas jenderal soedirman, saat ini saya sedang melakukan penelitian di kabupaten purbalingga. terkait sistem website siintan itu kapan dapat kembali dipergunakan ya? saya sudah menunggu waktu 2 minggu dan hanya terkendala disurat izin penelitian padahal saya sedang dituntut cepat untuk segera turun melakukan penelitian namun hanya terkendala disurat izin penelitian. sebelumnya saya sudah berusaha bertanya ke pihak kesbangpol namun sampai saat ini belum ada tanggapan dan solusi. apakah ada solusi lain untuk surat izin penelitian ini? saya mohon bantuan dan solusi nya dari bapak/ibu karena saya juga mempunya target untuk lulus tepat waktu, tolong segera memberi solusi lain jika website siintan sampai saat ini belum bisa digunakan kembali."	"2025-10-08T13:18:57.035059Z"

218	"1"	"2025-10-08T13:19:05.513873Z"	1201	7.244	"Sosial dan Ekonomi"	"BU MOHON INFORMASINYA TERKAIT FORMASI P3K GURU TAHUN 2023 APA MEMANG BENAR TIDAK BISA DIANGGARKAN? SEDANGKAN UNTUK BANTUAN PKH MASIH BISA DI ANGGARKAN?SEDANGKAN NASIB GURU2 HONORER YANG BELUM DIANGKAT P3K TIDAK BISA DIANGGARKAN."	"2025-10-08T13:19:05.513873Z"

219	"1"	"2025-10-08T13:19:11.999130Z"	1202	5.259	"Pelayanan Publik"	"Aliran PDAM TIDAK MENGALIR terhitung 3 hari sejak hari senin sampai Rabu mohon dibantu follow up mengingat Sumber air kami hanya dari PDAM. Kami sudah melaporkan masalah ini melalui platform pengaduan yang tersedia dari web,wa,telpon tetapi belum ada follow up sampai hari ini."	"2025-10-08T13:19:11.999130Z"

220	"1"	"2025-10-08T13:19:24.372897Z"	1203	11.389	"Pelayanan Publik"	"buk tolong evaluasi pelayanan di puskesmas padamara. nakesnya cuek, tidak ramah, bahkan ngomong dengan nada tinggi, beberapa kali mempermalukan pasien di depan pasien lain. antrinya lama sekali padahal banyak yang ngobrol2. dari dulu tidak ada perubahan. nakes harus nya memberikan afirmasi positif dan semangat untuk pasien agar tidak takut ke faskes tapi nyatanya malah tidak ada ramah2nya sama sekali. karenanya banyak yang lebih memilih untuk ke faskses kabupaten sebelah. dari dulu sampe sekarang kok ga ada perubahan ya?! cobalah refleksi dan melihat ulasan yang ada di google maps puskesmas padamara, banyak orang yang mengeluhkan kondisi ini tapi tidak tau mengadukan ke siapa sehingga menuliskan ulasannya di google maps silahkan dibaca."	"2025-10-08T13:19:24.372897Z"

221	"1"	"2025-10-08T13:19:31.096053Z"	1204	5.982	"Infrastruktur"	"Assalamu'alaikum warahmatullahi wabarokatuh.. Ibu Bupati beserta jajaran OPD yang terhormat. Saya ingin menyampaikan bahwa di desa kami terdapat jalanan yang rusak. Panjangnya sekitar 2km mulai dari pertigaan SDN 1 Gumiwang ke utara sampai di Dusun III perbatasan dengan desa Sinduraja Kecamatan Kaligondang. Kondisi terparahnya di dusun III bulan lalu ada ibu² yang mau nganter cucunya posyandu.an eh terpeleset batuan split kondisi tangannya sampai mengsol. Banyak juga yang mengeluhkan ban motornya sering bocor karna emang itu satu satunya akses warga dusun III untuk melakukan aktivitas mulai dari bekerja , mengantar sekolah , ke pasar . Jalan ini juga jalan penghubung desa Gumiwang , Kejobong dengan desa Sinduraja , Kaligondang. Mohon untuk segera ditindak lanjuti nggih pak/bu. Mohon maaf juga mungkin penyampaiannya ada yg kurang pas . Terimakasih . Wassalamu'alaikum Wr Wb."	"2025-10-08T13:19:31.096053Z"

222	"1"	"2025-10-08T13:19:47.326213Z"	1205	15.258	"Infrastruktur"	"Jalan Raya sudah tidak terlihat Marka jalan / Marka Garis Tengah dari Bobotsari - Karanganyar - Kertanegara - Karangmoncol sampai Rembang. Kepada Dinas Terkait agar bisa memperbaharui Marka Jalan MARKA GARIS TEENGAH sepanjang jalan Bobotsari , Karanganyar , Kartanegara , Karangmoncol , sampai Rembang. Agar bisa memberi keselamatan kepada pengguna jalan supaya lebih aman. Terimakasih...."	"2025-10-08T13:19:47.326213Z"

223	"1"	"2025-10-08T13:20:04.070638Z"	1206	15.331	"Pelayanan Publik"	"Kepada Yth Bupati Purbalingga Yth RS Goeteng Ada satu pengalaman menemani saudara kotrol di poly, via online dapat antrian No awal untuk datang sebelum jam 07.... , sdh yg antri banyak, dokternya datang jam 10, membatasi 10 pasien, masa debat dulu dokter sama perawat jadi bisa tambah pasien, dengan alasan diundang ketemu bupati, kepada Bupati yg terhormat nek undang2 ya takon sibuk pa ora, ujunge wong cilik sing melasi, ndean nek sing antri wong penting mungkin beda pa ra antri ndean"	"2025-10-08T13:20:04.070638Z"

224	"1"	"2025-10-08T13:20:17.006829Z"	1207	12.079	"Pelayanan Publik"	"Minta rujukan untuk ke RS di klinik handayani tidak di beri, padahal faskes saya klinik handayani."	"2025-10-08T13:20:17.006829Z"

225	"1"	"2025-10-08T13:20:21.406096Z"	1208	3.586	"Pelayanan Publik"	"Saya lapor helem saya hilang d palkiran motor rumah sakit merek honda helem saya"	"2025-10-08T13:20:21.406096Z"

226	"1"	"2025-10-08T13:20:32.551310Z"	1209	9.856	"Lingkungan"	"Maaf sebelumnya bapak ibu pimpinan dlh purbalingga, saya mau tanya kenapa rumput alun alun sampai kering, bahkan tanahnya retak retak, padahal tadinya sudah bagus"	"2025-10-08T13:20:32.551310Z"

227	"1"	"2025-10-08T13:20:47.286052Z"	1210	13.266	"Pelayanan Publik"	"Kepada Yang terhormat Bupati Purbalingga, mohon di tertibkan pedagang2 yang ada di trotoar Purbalingga Food Center, karena menganggu jalan bagi pengunjung dan pedagang yang berjualan di dalam, sekarang SATPOL PP sudah ga ada taringnya sudah di lakukan penertiban tidak ada hasilnya. Kalau seperti ini terus kami semua Pedagang Food Center, mohon ijin akan kembali menempati lokasi alun2 untuk berjualan seperti asalnya."	"2025-10-08T13:20:47.286052Z"

228	"1"	"2025-10-08T13:20:57.149849Z"	1211	8.551	"Pelayanan Publik"	"KTP belum jadi dari pengurusan setelah hari raya idul fitri sampe sekarang belum jadi, katnya blanko nya abis mohon untuk kesediaan blangko ektp untuk segera di adakan"	"2025-10-08T13:20:57.149849Z"

229	"1"	"2025-10-08T13:21:06.609593Z"	1212	7.831	"Infrastruktur"	"Mau melaporkan adanya pangkalan gas ilegal yang tidak mempunyai ijin di wilayah Kec. Karangmoncol, Purbalingga dengan identitas pangkalan ilegal : Latif Mubarok, Majingklak, Dusun 5 Rt 001, Rw 019, Desa Tamansari, Kec. Karangmoncol. Dia tidak mempunyai ijin pangkalan namun tidap hari di setori truk² gas langsung dari PT."	"2025-10-08T13:21:06.609593Z"

230	"1"	"2025-10-08T13:21:23.057860Z"	1213	14.987	"Infrastruktur"	"Selamat Malam Bapak Kepala Dinas Perindustrian dan Perdagangan Kabupaten Purbalingga. Ijin mau melapor dan mohon di tindak lanjuti terkait para pedagang yang berjualan di trotoar PFC, karena sangat mengganggu dan menutupi pedangan lain yang di dalam PFC, hal ini sudah di tegur oleh pedagang PFC akan tetapi tidak di gubris, dan terkesan di biarkan oleh Pengurus PFC. Mohon di ambil alih saja kepengurusan PFC oleh Dinas terkait. Karena kondisi saat ini pengurus PFC sudah sama sekali tidak peduli dengan kondisi PFC. Contoh : 1. Banyak gerobak pedagang ya g di gunakan untum berjualan di luar PFC tapi si parkir di PFC. 2. Adalnya moment Idul Fitri, momen tahub baru, momen agustusan sama sekali tidak ada gerakan atau gebrakan yang buat PFC rame, *bahasa kasare ORA URUS"	"2025-10-08T13:21:23.057860Z"

231	"1"	"2025-10-08T13:21:50.115259Z"	1214	26.019	"Pelayanan Publik"	"Selamat pagi, Mohon dibantu, mengenai pembuatan surat keterangan pengganti ijazah yang hilang apakah bisa diwakilkan? karena saya selaku yang bersangkutan berada di luar kota. Mohon informasinya, terima kasih."	"2025-10-08T13:21:50.115259Z"

232	"1"	"2025-10-08T13:22:02.680136Z"	1215	11.267	"Infrastruktur"	"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait saya ingin melaporkan bahwa lampu hias yang berbentuk wayang di bundaran Kodim Purbalingga itu mati dan mungkin juga masih ada yang mati juga di tempat lain seperti di dekat terminal Purbalingga dan yang terpasang di LPJU disepanjang ruas jalan Purbalingga, semoga bisa segera ditangani supaya Purbalingga terlihat semarak pas malam hari. Terimakasih dan mohon maaf apabila ada kata-kata yang kurang berkenan. Wassalamu'alaikum Warahmatullahi Wabarakatuh"	"2025-10-08T13:22:02.680136Z"

