text,kategori
Info vaksin booster dong min,Pelayanan Publik
"Untuk Perumdam Tirta Perwira Kabupaten Purbalingga. Selamat pagi Bpk/Ibu di PDAM Purbalingga, saya mau melapot tentang tagihan PDAM, sampai tgl 4 Oktober kok tagihan belum muncul ya? biasanya tanggal 2 sudah muncul. saya bingung bertanya kepada siapa. terima kasih",Pelayanan Publik
"Selamat Siang Bapak Kepala Dinas Perindustrian dan Perdagangan Kabupaten Purbalingga. Ijin melapor bahwa sampai dengan saat ini malah semakin banyak pedagang yang berjualan di Trotoar Purbalingga Food Center. Padahal sesuai informasi yang bapak sampaikan melalui kolom komentar bapak di Facebook Group Suara Purbalingga Perwira hal tersebut akan selesai dalam seminggu setelah koordinasi dengan berbagai pihak pada tanggal 25 September 2023. Janji zona merah bersih PKL juga berkali - kali di janjikan sama Ibu Bupati Purbalingga mulai pada saat boyongan bulan Januari 2020, dan juga saat tasyakuran PFC bulan November 2022 tapi sampai dengan saat ini belum terealisasi. Bagaimana ini pak kondisi PFC juga semakin kumuh dan tidak terurus, penguruse juga mubah. Mohon segera di tertibkan. Terima Kasih",Pelayanan Publik
Bupati yang sy hormati.sy mau tanya.bila kita membeli pupuk bersubsidi dengan kartu apakah tani kartu tsb harus di simpan oleh agennya?.ebb di tmpat kami seluruh kartu petani di pegang oleh agen tsb,Pelayanan Publik
"Assalamu'alaikum bapak/ibu, mohon maaf sebelumnya. Apakah tidak ada beasiswa atau bantuan pendidikan untuk mahasiswa PTN semester 5 dari pemkab nggih? Karena qadarullah kondisi sekarang hanya ibu yang mjd tulang punggung keluarga, ayah saya meninggal th lalu pak/bu, dan ibu saya pendidik honorer. Saya juga tidak terdaftar di KIP ataupun program kesejahteraan lainnya, barangkali bisa dibantu nggih pak/bu untuk saya ataupun biaya adik saya/ Maturnuwun",Sosial dan Ekonomi
Mohon untuk pelayanan poli mata mungkin bisa di perbaiki bapak/ibu. Karena hari ini Senin 9-10-2023 dari jam 6:30 sampai sekarang jam 11.30 kami menunggu dokter spesialis mata belum juga datang. Kita menunggu sampai mengantuk di rumah sakit. Mohon pelayanan poli mata dapat di perhatikan Terima kasih,Pelayanan Publik
"halo pak, untuk harga tanah perubin dipinggir jalan raya cendana berapa yaa pak",Pelayanan Publik
Bupati yang terhormat.... Kami Mohon untuk di tindak lanjuti adanya pungutan di SDN 2 Bumisari kec.Bojongsari Kab Purbalingga.sebesar 30.000 rupiah per siswa.yang katanya di gunakan untuk mengecat ruang kelas baru yang saat ini baru selesai di renovasi.apakah renovasi dari ruang kelas tsb memang tidak berikut cat ?.memang kecil pungutan tsb.. Tapi di kali jumlah siswa dari kelas 1 sampai kelas 6 akan menjadi bayak.dan apakah memang di ijinkan untuk meminta dana dari siswa mengingat ini adalah sekolah negeri ?... Terima kasih dan mohon ada tindak lanjut,Sosial dan Ekonomi
"Assalamualaikum Warahmatullohi wabarokatuh Yang Terhormat Ibu Bupati Purbalingga beserta Jajaran Apa mungkin bisa membantu kami yang sedang berada dalam kesusahan, Sebelumnya kami haturkan terima kasih, Salam Sehat selalu untuk ibu bupati Wassalamualaikum Warahmatullohi wabarokatuh",Sosial dan Ekonomi
Kepada bu bupati Saya ikhsannudin sedang ngontrak dipurbalingga kecamatan bukateja desa bukateja rt 02 rw 07..mau melaporkan didepan kontrakan yg saya tinggali ada penjual minuman keras dan itu sudah sangat meresahkan warga disini... Sering anak anak sekolah juga membeli minuman keras tersebut...padahal bapak bapak yg berseragam coklat sering dateng kesitu tapi kenapa sampe sekarang masih tetep jualan...mohon segera ditindak bu bupati,Infrastruktur
"mohon maaf bapak ibu,saya mau bertanya atas pemasangan stiker keluarga miskin penerima PKH dan bantuan sejenisnya yang sudah ditempelkan di karanganyar pejaten bertujuan untuk apa ya? bukankan sudah ada datanya siapa saja penerima bantuan tersebut? kenapa dinding depan rumah harus ditempeli stiker yang sangat besar bertulisan keluarga miskin penerima bantuan sejenis itu? kenapa tidak dituliskan keluarga kurang mampu saja atau stiker bisa yang lebih kecil? kalau bisa tidak usah ditempelkan stiker sebesar itu. apa semua orang harus tau kalau mereka keluarga kurang mampu yang mendapat bantuan pemerintah? apa bapak/ibu tidak memikirkan bagaimana perasaan mereka? kenapa saya ngomong begitu karena dengan ditempeli stiker sebesar itu ada beberapa oknum yang mengatakan ohh kalian keluarga miskin dan perkataan lainnya sejenis menghina. bagaimana jika anak anak dari ortua penerima bantuan tersebut diejek/dibully lagi oleh teman temannya karena keluarga miskin? bagaimana perasaan mereka dan bagaimana mental anak tersebut? apa mereka yang memang dari kalangan kurang mampu harus sekali dikata seperti itu? mohon maaf pak/bu kalau menut saya penempelan stiker itu tidak perlu bahkan kurang efektif karena sudah ada data yang didapat bukan? jika tujuannya untuk menghilangkan orang orang yang mengaku kurang mampu lebih baik dari pihak pendata bisa lebih teliti lagi untuk menanyakan penghasilan orangtua seberapa banyak dan apa benar benar layak atau tidak untuk menerima bantuan tersebut.terimakasih dan mohon maaf",Sosial dan Ekonomi
"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait saya ingin mengusulkan bahwa untuk Puskesmas Kecamatan Pengadegan bisa direnovasi kayak puskesmas lain yang sekarang sudah bagus dan fasilitasnya juga lumayan lengkap, Semoga bisa direnovasi dan bisa memberikan pelayanan terbaik serta tempat yang nyaman. Terimakasih dan mohon maaf apabila ada kata-kata yang kurang berkenan. Wassalamu'alaikum Warahmatullahi Wabarakatuh",Pelayanan Publik
Bupati purbalingga yang kami hormati.... saya sebagai masyarakat ingin bertanya.hari senin tgl 2 oktober 2023.saya melihat ada pedagang yang hendak berjualan buah di mobil usir oleh pedagang lain.apakah memang tidak boleh berdagang di depan RS GOETHENG .Kalau memang tidak boleh kenapa masih ada pedagang yang pakai gerobak masih berjualan di situ.apakah karena dia warga setempat atau memang ada tebang pilih larangan.sbb pedagang yg di usir jg sama2 ingin mencari nafkah.terebih yang mengusir adl wqrga setempat dan dia jg berdagang.mohon untuk di perhatikan biar ada keadilan antar sesama dalam usahanya mencari rezeki.terima kasih.MAJU TERUS PURBALINGGAKU... WARGANYA SEJAHTERA...,Pelayanan Publik
Obong2an sampah ben dina nang SMP N 2. Lingkungan perumahan griya abdi kencana. Kukuse maring ndi ora. Tulung dikondisikan segera. Kecuali memang sengaja ben siswa karo warga sekitar pada kena ispa.,Pelayanan Publik
"saya mahasiswa dari universitas jenderal soedirman, saat ini saya sedang melakukan penelitian di kabupaten purbalingga. terkait sistem website siintan itu kapan dapat kembali dipergunakan ya? saya sudah menunggu waktu 2 minggu dan hanya terkendala disurat izin penelitian padahal saya sedang dituntut cepat untuk segera turun melakukan penelitian namun hanya terkendala disurat izin penelitian. sebelumnya saya sudah berusaha bertanya ke pihak kesbangpol namun sampai saat ini belum ada tanggapan dan solusi. apakah ada solusi lain untuk surat izin penelitian ini? saya mohon bantuan dan solusi nya dari bapak/ibu karena saya juga mempunya target untuk lulus tepat waktu, tolong segera memberi solusi lain jika website siintan sampai saat ini belum bisa digunakan kembali.",Pendidikan
BU MOHON INFORMASINYA TERKAIT FORMASI P3K GURU TAHUN 2023 APA MEMANG BENAR TIDAK BISA DIANGGARKAN? SEDANGKAN UNTUK BANTUAN PKH MASIH BISA DI ANGGARKAN?SEDANGKAN NASIB GURU2 HONORER YANG BELUM DIANGKAT P3K TIDAK BISA DIANGGARKAN.,Sosial dan Ekonomi
"Aliran PDAM TIDAK MENGALIR terhitung 3 hari sejak hari senin sampai Rabu mohon dibantu follow up mengingat Sumber air kami hanya dari PDAM. Kami sudah melaporkan masalah ini melalui platform pengaduan yang tersedia dari web,wa,telpon tetapi belum ada follow up sampai hari ini.",Pelayanan Publik
"buk tolong evaluasi pelayanan di puskesmas padamara. nakesnya cuek, tidak ramah, bahkan ngomong dengan nada tinggi, beberapa kali mempermalukan pasien di depan pasien lain. antrinya lama sekali padahal banyak yang ngobrol2. dari dulu tidak ada perubahan. nakes harus nya memberikan afirmasi positif dan semangat untuk pasien agar tidak takut ke faskes tapi nyatanya malah tidak ada ramah2nya sama sekali. karenanya banyak yang lebih memilih untuk ke faskses kabupaten sebelah. dari dulu sampe sekarang kok ga ada perubahan ya?! cobalah refleksi dan melihat ulasan yang ada di google maps puskesmas padamara, banyak orang yang mengeluhkan kondisi ini tapi tidak tau mengadukan ke siapa sehingga menuliskan ulasannya di google maps silahkan dibaca.",Pelayanan Publik
"Assalamu'alaikum warahmatullahi wabarokatuh.. Ibu Bupati beserta jajaran OPD yang terhormat. Saya ingin menyampaikan bahwa di desa kami terdapat jalanan yang rusak. Panjangnya sekitar 2km mulai dari pertigaan SDN 1 Gumiwang ke utara sampai di Dusun III perbatasan dengan desa Sinduraja Kecamatan Kaligondang. Kondisi terparahnya di dusun III bulan lalu ada ibu² yang mau nganter cucunya posyandu.an eh terpeleset batuan split kondisi tangannya sampai mengsol. Banyak juga yang mengeluhkan ban motornya sering bocor karna emang itu satu satunya akses warga dusun III untuk melakukan aktivitas mulai dari bekerja , mengantar sekolah , ke pasar . Jalan ini juga jalan penghubung desa Gumiwang , Kejobong dengan desa Sinduraja , Kaligondang. Mohon untuk segera ditindak lanjuti nggih pak/bu. Mohon maaf juga mungkin penyampaiannya ada yg kurang pas . Terimakasih . Wassalamu'alaikum Wr Wb.",Infrastruktur
"Jalan Raya sudah tidak terlihat Marka jalan / Marka Garis Tengah dari Bobotsari - Karanganyar - Kertanegara - Karangmoncol sampai Rembang. Kepada Dinas Terkait agar bisa memperbaharui Marka Jalan MARKA GARIS TEENGAH sepanjang jalan Bobotsari , Karanganyar , Kartanegara , Karangmoncol , sampai Rembang. Agar bisa memberi keselamatan kepada pengguna jalan supaya lebih aman. Terimakasih....",Infrastruktur
"Kepada Yth Bupati Purbalingga Yth RS Goeteng Ada satu pengalaman menemani saudara kotrol di poly, via online dapat antrian No awal untuk datang sebelum jam 07.... , sdh yg antri banyak, dokternya datang jam 10, membatasi 10 pasien, masa debat dulu dokter sama perawat jadi bisa tambah pasien, dengan alasan diundang ketemu bupati, kepada Bupati yg terhormat nek undang2 ya takon sibuk pa ora, ujunge wong cilik sing melasi, ndean nek sing antri wong penting mungkin beda pa ra antri ndean",Pelayanan Publik
"Minta rujukan untuk ke RS di klinik handayani tidak di beri, padahal faskes saya klinik handayani.",Pelayanan Publik
Saya lapor helem saya hilang d palkiran motor rumah sakit merek honda helem saya,Pelayanan Publik
"Maaf sebelumnya bapak ibu pimpinan dlh purbalingga, saya mau tanya kenapa rumput alun alun sampai kering, bahkan tanahnya retak retak, padahal tadinya sudah bagus",Lingkungan
"Kepada Yang terhormat Bupati Purbalingga, mohon di tertibkan pedagang2 yang ada di trotoar Purbalingga Food Center, karena menganggu jalan bagi pengunjung dan pedagang yang berjualan di dalam, sekarang SATPOL PP sudah ga ada taringnya sudah di lakukan penertiban tidak ada hasilnya. Kalau seperti ini terus kami semua Pedagang Food Center, mohon ijin akan kembali menempati lokasi alun2 untuk berjualan seperti asalnya.",Pelayanan Publik
"KTP belum jadi dari pengurusan setelah hari raya idul fitri sampe sekarang belum jadi, katnya blanko nya abis mohon untuk kesediaan blangko ektp untuk segera di adakan",Pelayanan Publik
"Mau melaporkan adanya pangkalan gas ilegal yang tidak mempunyai ijin di wilayah Kec. Karangmoncol, Purbalingga dengan identitas pangkalan ilegal : Latif Mubarok, Majingklak, Dusun 5 Rt 001, Rw 019, Desa Tamansari, Kec. Karangmoncol. Dia tidak mempunyai ijin pangkalan namun tidap hari di setori truk² gas langsung dari PT.",Infrastruktur
"Selamat Malam Bapak Kepala Dinas Perindustrian dan Perdagangan Kabupaten Purbalingga. Ijin mau melapor dan mohon di tindak lanjuti terkait para pedagang yang berjualan di trotoar PFC, karena sangat mengganggu dan menutupi pedangan lain yang di dalam PFC, hal ini sudah di tegur oleh pedagang PFC akan tetapi tidak di gubris, dan terkesan di biarkan oleh Pengurus PFC. Mohon di ambil alih saja kepengurusan PFC oleh Dinas terkait. Karena kondisi saat ini pengurus PFC sudah sama sekali tidak peduli dengan kondisi PFC. Contoh : 1. Banyak gerobak pedagang ya g di gunakan untum berjualan di luar PFC tapi si parkir di PFC. 2. Adalnya moment Idul Fitri, momen tahub baru, momen agustusan sama sekali tidak ada gerakan atau gebrakan yang buat PFC rame, *bahasa kasare ORA URUS",Infrastruktur
"Selamat pagi, Mohon dibantu, mengenai pembuatan surat keterangan pengganti ijazah yang hilang apakah bisa diwakilkan? karena saya selaku yang bersangkutan berada di luar kota. Mohon informasinya, terima kasih.",Pelayanan Publik
"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait saya ingin melaporkan bahwa lampu hias yang berbentuk wayang di bundaran Kodim Purbalingga itu mati dan mungkin juga masih ada yang mati juga di tempat lain seperti di dekat terminal Purbalingga dan yang terpasang di LPJU disepanjang ruas jalan Purbalingga, semoga bisa segera ditangani supaya Purbalingga terlihat semarak pas malam hari. Terimakasih dan mohon maaf apabila ada kata-kata yang kurang berkenan. Wassalamu'alaikum Warahmatullahi Wabarakatuh",Infrastruktur
"Bansos tidak tepat sasaran tidak hanya berlangsung baru² ini saja, tapi sudah sejak lama. Ini menjadi konsen saya bahwa apa tidak ada tim yang turun kelapangan untuk mengawasi bahwa bansos tsb tepat sasaran atau tidak. Masih banyak orang yg seharusnya lebih membutuhkan justru tidak di pernah tersentuh bantuan dari pemerintah. Saya hanya ingin menyampaikan saran agar kedepannya pemerintah dapat lebih mengawasi hal-hal seperti ini. Terimakasih.",Pelayanan Publik
Assalamu'alaikum... Saya mau mengadukan PT. Jaleca tri tunggal kalimanah purbalingga distributor rokok tabaco terkait saya terkena PHK tetapi tidak ada uang pesangon atau UPMK. Dan tidak ada informasi terkait perihal tersebut dari pimpinan. Saya bekerja di PT tersebut kurang lebih 1 tahun 3 bulan. Dan setahu saya sudah jadi karyawan tetap. Mohon bantuan nya bapak ibu. Terima kasih,Pelayanan Publik
"Assalamualaikum ibu tiwi semoga dalam keadaan sehat, bahagia dan salam rahayu bagi kita semua, ibu... Saya bekerja di PT sungchang cabang cipawon hapir 4 tahun, kemarin saya di putus kontrak tanpa alasan. taget barang, absen prilaku saya jaga, ttd kontrak tahun kemarin nilai prestasi saya sangat bagus alhamdulillah Dirut utama sampai memuji prestasi saya lewat kepala bagian saya, saya jaga sampai kemarin saya putus kontrak, yang saya mau tanyakan ibu... Apa ketika kita bekerja melebihi target yang PT terapkan itu di permasalahkan? Sedangkan HRD yang memutus kontrak saya saja sampai tidak enak penyampaikan hal ini, kalo benar saya di putus kontrak karena kebijakan putus kontrak saya terima tapi kalau ada antek2 dari pihak lain saya mohooon sekali ibu tolong tanyakan ini kpd Direktur utama Sungchang, trimakasih ibu sudah membaca curhatan hati saya karena saya bingung mau mengadu kpd kesiapa lagi.",Pelayanan Publik
"Asalamualaikum.wr. wb Mohon petunjuk bapak ibuk saya kodar anak dari ibuk karmi yg beralamat di desa kalitinggar rt. 02 rw 03 akan melaporkan kades kalitinggar sebagai berikut : 1. Bahwa ibuk saya mengadu ke kades klintinggar tentang kejelasan masalah pemberian PKH akan tetapi kades tersebut malah marah dan membentak- bentak ibuk saya tidak jelas, karena selama adanya PKH ibuk saya belum pernah menerima bantuan tersebut sehingga ibuk saya yang janda beruasia 66 tahun meminta kejelasan dari bapak kades yang terhormat akan tetapi tidak menerima penjelasan yang memuaskan. 2. Kepada bapak ibuk supaya dapat menegur kades tersebut supaya menjaga etika yang baik. 3. Saya selaku anak merasa kecewa dengan gaya kepemimpinan yang dipimpin oleh kades tersebut. 4. Apakah kades tidak pernah diajarkan tentang etika berbicara dengan warganya. 5. Saya selaku anak dari ibuk karmi memohon kepada bapak ibuk yang terhormat supaya dapat memberikan penjelasan kepada ibuk saya sehingga membuat ibuk saya puas dan tidak merasa janggal, karena meminta penjelasan dari kades tersebut bukan mendapatkan penjelasan malah ibuk saya dibentak-bentak dengan tidak wajar sehingga ibuk saya sampai sekarang mengalami trauma.. Atas perhatiannya mohon kebijaksanaannya bapak ibuk",Pelayanan Publik
"Salam sejahtera ibu bupati..sy mau mengadukan perihal permohonan migrasi tarif listrik dr R1 ke B1 yg blm ada survei ataupun feedback dr pihak PLN sama sekali.padahal permohonan/pengajuan sy sdh 1 tahun lebih,dan sdh memenuhi persyaratan termasuk menaikkan tarif dr saya 900 ke daya 1300,dgn biaya 450.000 Setiap sy tanyakan ke PLN selalu jwbannya sama, nanti sy cek ke pusat,kalo sdh sy hubungi anda tapi sampe skrg blm ada informasi apapun dr PLN,minta tlg di cek ke PLN terkait status permohonan sy,atas nama pemohon PANCA SETIAJI,Purbalingga lor.ID pelanggan 32029989723.",Pelayanan Publik
"assalamualaikum mohon maf mau menanyakan prihal bansos bpnt dan pkh,sedangkan di data DTKS masih ada keterangan YA apakah keterangan YA tersebut berarti masih sebage penerima atau bagemana ??,,karena di bulan agustus belum keluar atau memang sudah tidak sebage penerima lagi mohon penjelasannya ,,terimakasih ..",Sosial dan Ekonomi
"Mohon maaf ijin bertanya, wacana tunjangan TPG bagi guru yg 50% apakah bisa direalisasikan sesuai surat dari Kemenkeu?",Sosial dan Ekonomi
"Air PDAM di purbalingga lor alirannya cuma kecil. Buat mandiin kucing aja susah , apalagi untuk nyuci baju sama mandi. tolong diperbaiki biar mantap alirannya",Pelayanan Publik
"Selamat siang, ijin melaporkan tentang keberadaan gerombolan anak-anak punk yang lumayan mengganggu. Lokasi di perempatan lampu merah bukateja.",Pelayanan Publik
Assalamu'alaikum wr.wb Kepada Yth Bu Bupati Purballingga untuk jalan raya Gemuruh sebelah timur Pondok Gringsing Gemuruh jalannya sudah berlubang membahayakan pengguna jalan .mohon kepada Bupati untuk di tinjau dan diperbaiki .Terima kasih kepada Dinas terkait.,Infrastruktur
Assallamualikum wr WB ..Sugeng Dalu Bu bupati pbg sy ortu dr restu Ari .Kuntoro . Desa bandingan .Kejobong .pbg ..nyuwun informasi langkah utama minta surat rekomendasi dari ibu bupati perihal anak sy restu dapat surat tugas magang di dishub Purbalingga ada surat dr kampusnya PKTJ Tegal sekolah kedinasan jurusan MKTJ program Reguler . td siang anak menghadap ke kepala dishub pbg . Tp bs diterima kalau ada surat rekomendasi Bupati jd saya memberanikan diri matur ibu bupati sebelum dan sesudahnya Natur nuwun,Pelayanan Publik
Kandang ayam teralu dekat dengan lingkungan masyarakat. Kami sangat terganggu dengan bau kotoran terlebih kami juga takut pda segi kesehatan kami dan para orang tua kami yang sudah renta dalam masa panjang. Tolong kami warga kecil,Lingkungan
"Mohon ijin pimpinan, saya sudah melaporkan hal ini ke bakuda dan dinkominfo, terkait berdirinya baliho pemerintah di tanah pribadi yang berlokasi di desa karang reja dusun siaren rt.03/01 kecamatan karangreja, kabupaten purbalingga. Kami membeli tanah tersbut tahun 2022 dan ingin merenovasi akan tetapi terhalang oleh baliho tersebut. Kami menanyakan kepada pemilik tanah sebelumnya apakah ada surat ijin ataupun kontrak sewa baliho tersebut ternyata tidak ada. Sebenarnya sangat mudah untuk menurunkan baliho tersebut akan tetapi kami memahami bahwa baliho tersebut adalah milik negara, jika kami menurunkan tanpa ijin maka akan menambah permaslaahan baru, kami mohon tindak lanjut dari hal tersebut karena dari bakeuda dan dinkominfo belum ada respon sampai hari ini. Mohon jawabannya. terimaksaih",Pelayanan Publik
Apakah ada program kesehatan untuk pondok pesantren?,Pelayanan Publik
Assalamualaikum warhmatulohiwabarokatu. Salam hormat dari kami. Binangun dusun jumbleng. Maaf mau tanya. Apakah dana desa bisa di gunakan buat pembangunan masjid.? Kebetulan untuk saat ini kami warga lgi kekurangan dana buat pembangunan masjid. Jadi kami mohon kalo emang bisa. Sebagian buat bangun masjid. Trimakasih sekian dari kami warga jumbleng.,Sosial dan Ekonomi
"air PDAM setiap hari pada pukul 05.30 s.d 07.30 selalu mati, bahkan dihari minggu air sangat kecil menyalanya sepanjang hari. mohon untuk segera di perbaiki karena sangat mengganggu aktivitas sehari-hari . terimakasih",Pelayanan Publik
"Kandang ayam terlalu dekat dengan lingkungan masyarakat dan tidak ada tembok pembatas. Kami hanya takut untuk masa tua para orang tua yang sudah rentan terdampak buruk bagi kesehatan. Tidak hanya berdampak buruk bagi para prang tua, namun lingkungan kami yang lain terkadang selalu merasa resah jika bau kotorannya menyebar ke mana mana. Keterangan lokasi kurang sesuai karena ini kurang mencakup sama gmaps Tapi lokasi sudah paling dekat yang saya pilih Tolong selamatkan kami para masyarakat kecil.",Lingkungan
"Mohon maaf, mau tanya terkait tunjangan 50 persen dari thr dan gaji 13 untuk guru akan di salurkan kapan nggih? Karna dulu sempat ada kabar setelah tw 2 cair tapi sampai sekarang belum ada kabar penyaluran.. terimakasih.",Pelayanan Publik
"Slamet siang kpd pemernth kab Purbalingga...saya OKI YANTO alamat Serayu larangan rt2/6 KEC mrebet kab purblingga,saya pnyandang TB paru mengeluhkan pnykit saya yg hampir 1 th ini blm juga normal,,dan kami sangat berharap kpd pemerintah kab,kec,desa uluran tangan buat mnymbuh kebutuhan hidup keluarga kami Krn sampai saat ini kami tidak ada bantuan dri mna pun ...kami brhrap dengan adanya pengaduan ini pihak pemerintah tidak memandang sebelah mata ..sampai saat ini pun kami masih di rujuk untuk rawat jln di RSUD GOETENG T dgn no.RM 00828639..sekian prmohonan kami mohon mf apa bila ada salah dlm pengetikan kata .",Sosial dan Ekonomi
"Pelayanan buruk, dokter tidak disiplin. Jadwal periksa jam 7, sampai jam 10 dokter belum hadir. Pasien bukanya berobat jadi sembuh malah tambah parah karena menunggu. Lewat jalur Umum bukan BPJS.",Pelayanan Publik
"Bismillah, Selamat siang, Saya mau menyampaikan beberapa hal, 1. Tadinya saya mau komplain terkait tidak adanya reset password di website esppt, namun ternyata sudah pernah ada yang bertanya, dan sudah terjawab. Tapi, kenapa harus ke kantor? Tidak bisakah ditambahkan ke website, fitur tersebut, agar ke depannya lebih efektif bagi pengguna? 2. Semalam saya tidak bisa meng-akses website tersebut, setelah bertanya² pada beberapa ornag, mereka bilang, padahal sabtu & minggu siang bisa di-akses. Jadi, apa memang hanya bisa di-akses saat pagi sampai sore saja? Terimakasih atas tanggapan & kejelasan yang akan diberikan.",Pelayanan Publik
"Assalamualaikum permisi min, saya sedang mengajukan surat pindah luar propinsi secara online sejak tgl 2 agustus sampai sekarang saya cek statusnya masih dlm proses, sedangkan dulu saya juga pernah mengajukan surat pindah melalui aplikasi dukcapil optima, 3 hari berikutnya berkas surat pindah sdh jadi dan dkirim via email, tlg utk dteruskan ke dinas terkait agar segera ditindaklanjuti... Maturnuwun",Pelayanan Publik
"Mohon bantuannya admin, saya salah satu karyawan di PT wig yg berada di purbalingga...ini mengenai upahgaji karyawan.. Sudah beberapa bulan ini, hak kamigaji selalu terlambat di bagikan dari jadwal yg ditentukan...walapun setiap bulan kami selalu mendapatkan gaji..namun gaji yg diberikan lebih dari tanggal yg seharusnya... Dimohon untuk dinas ketenagakerjaan purbalingga untuk merespon kroscek terhadap PT wig ini.. Karena ini sangat mengecewakan untuk kami para karyawan..",Sosial dan Ekonomi
"Pertigaan atau persimpangan jalan Mayjen Sungkono POM Bensin Kalimanah, saat ini rawan kecelakaan terutama sesama sepeda motor. Mohon dapat ditindaklanjuti",Infrastruktur
"Puskesmas Bojongsari tidak ramah dan arogan teriak depan orang banyak, bentak bentak orangtua lansia karena ketidaktahuannya tentang alur pengobatan TB. Tolong ditindak lanjuti dong pemda. Ga punya hati nurani si tuh pegawai",Pelayanan Publik
"mohon dinas terkait menertibkan pohon yg menempel ke kabel pln ,lokasi ds.padamara rt 4 rw 3",Pelayanan Publik
asslamualikum Yth.bupati purbalingga mohon infonya kapan pengurus perwakilan badan wakaf indonesia purbalingga di bentuk dan dilantik. mohon secepatnya nggih sudah 1 tahun belum ada pemilihan ketua dan pengurus yang sudah habis masa jabatannya ngapunten dan matur nuwun,Pelayanan Publik
"Assalamualaikum Bu,adakah lowongan kerja di sektor pertanian di Korea Selatan,biasanya Pemkot Blitar/Pati ada kerja sama dengan pemerintah Korea Selatan di sektor pertanian.Saya lulusan SMK sedang anggur/pengangguran saya suka di bidang pertanian.Biasanya di Pemkot Blitar/Pati sudah ada kerjasama dengan pemerintah Korea Selatan di sektor pertanian.sekian dari saya.Terimakasih Wassalamu'alaikum wr wb",Pelayanan Publik
"Assalamualaikum..Selamat pagi ibu Tiwi semoga senantiasa dalam keadaan sehat dan berbahagia,, bu, beberapa waktu lalu saya berkunjung ke perpusda Purbalingga, gedungnya sudah bagus, lantai 2 juga nyaman digunakan untuk mengerjakan tugas atau sekedar membaca, tetapi sangat saya sayangkan..di ruang paud / anak anak karpet nya lembab dan basah, jadi menimbulkan bau dan rasa tidak nyaman, dan ini sudah berlangsung cukup lama.. saya beberapa kali ke ruang paud dan karpetnya masih basah dan lembab..padahal anak anak banyak juga yang bermain dan membaca baca buku disitu.. mohon kiranya bisa ditindak lanjuti, untuk karpet di ruang paud/membaca anak.. dan semoga bisa ditambah untuk koleksi koleksi buku buku yang baru dan mainan mainan anak yg edukatif untuk di ruang paud,, terima kasih atas perhatiannya, semoga selalu dalam perlindungan Alloh aamiin",Pelayanan Publik
"yth, bupati Purbalingga. kami minta ada sidak rumah singgah darma perwira. karena selalu kosong tdk ada penjaga serta kosong dari klien. swun.",Pelayanan Publik
"Buat dishub Purbalingga, maaf itu tukang parkir yg di depan komplek pegadaian kota ada ijinnya ngga sih? Tukang parkirnya masih muda dan berseragam, masa beli cenil 3 ribu dan naruh vermakan kok diparkiri, memalukan sekali lah menurut saya, kasihan bakul cenil dan tukang vermak nya, kasihan juga konsumennya, kalo ngasih ijin parkiran tolonglah yg agak bijaksana.",Pelayanan Publik
Saya mau mengadu masalah iuran BPJS Ketenagakerjaan di perusahaan PT Sinar Cendana Abadi. Jadi bukan saya saja banyak teman-teman yang belum dapat mencairkan BPJS Ketenagakerjaan dikarenakan perusahaan belum membayar iuran sesuai bulannya. Terimakasih,Sosial dan Ekonomi
"Puskesmas kalimanah pelayanan sangat buruk, lama, petugas lamban, bikin surat rujukan sampe 3 jam",Pelayanan Publik
"Selamat Malam Pimpinan Kab. Purbalingga, Mohon ini ada yang mengajak melakukan aksi di sekolah anak saya ,entah ini betul atau tidak ,ini sepertinya orang yang tahu betul seluk beluk sekolah anak saya. Jangan sampai mengganggu kegiatan belajar siswa .",Lingkungan
